Filesnames,zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Labels
Dataset_final/Dataset/Training\Autre102857-5-0-20.wav,1994,1623.1621585059552,3583.037871432442,-153.33684,110.371635,-17.025562,14.99552,2.0979028,22.872126,4.7022324,33.343136,8.26336,11.985914,-2.741177,14.179941,8.4727335,8.34701,-4.185409,8.740532,4.1020703,3.9175208,-9.197915,12.95547,-1
Dataset_final/Dataset/Training\Autre102857-5-0-21.wav,1962,1631.218161946861,3612.723819093208,-153.69972,109.7205,-17.394396,14.699274,1.6190668,23.252377,5.159395,33.89384,8.701222,12.143724,-3.2799566,13.809534,8.182103,8.369293,-4.3409376,8.434238,4.9581385,3.9956768,-9.196625,13.757033,-1
Dataset_final/Dataset/Training\Autre102857-5-0-22.wav,1920,1623.8539250026345,3592.3730750993495,-154.08456,109.7993,-17.45438,14.949467,1.7157028,22.952162,5.5079975,33.49933,9.310395,12.792387,-3.1745508,13.33204,7.829203,8.497912,-4.593787,8.230559,4.923422,4.1271224,-9.380071,13.133165,-1
Dataset_final/Dataset/Training\Autre102857-5-0-23.wav,1958,1612.034596685078,3574.325014676662,-152.76506,111.33784,-15.661183,15.392799,1.612954,22.350622,4.7879496,32.27723,8.715995,12.45902,-3.198104,13.609046,8.0631275,9.033953,-4.821542,8.380583,4.7533813,4.828319,-8.798472,12.472267,-1
Dataset_final/Dataset/Training\Autre102857-5-0-24.wav,1944,1615.0978247245557,3603.948727646315,-152.47345,111.50111,-14.858593,15.221516,1.326923,22.353735,4.813368,32.23968,8.450822,11.693621,-3.2588625,13.879228,7.639979,9.579253,-4.6929836,8.320078,4.2701178,5.3412046,-7.920993,12.813568,-1
Dataset_final/Dataset/Training\Autre102857-5-0-25.wav,1889,1646.5479377892677,3695.4959582731212,-154.11111,108.7723,-16.630928,14.434455,1.0828623,22.512917,5.2771206,33.460735,8.54763,12.393461,-1.9198023,14.654402,7.90729,8.419065,-5.3850093,7.7088685,3.5217226,4.8103757,-8.474144,13.210716,-1
Dataset_final/Dataset/Training\Autre102857-5-0-26.wav,1842,1648.9902723768841,3709.063120935694,-153.30327,107.777885,-16.631264,14.920789,1.9570588,22.520845,5.624306,33.59993,8.106337,12.304154,-1.9243051,14.693604,8.2297735,7.718497,-5.2575016,7.2973695,3.2535303,4.9310637,-8.508247,13.208437,-1
Dataset_final/Dataset/Training\Autre102857-5-0-27.wav,1668,1595.2118792748086,3567.852606800939,-151.6512,108.788376,-17.26875,16.164614,3.0303557,23.78572,6.4891434,32.515198,7.7494526,12.439835,-2.059307,14.572898,8.046323,7.854961,-5.0978312,6.889897,2.0773795,5.7637663,-7.745363,13.062632,-1
Dataset_final/Dataset/Training\Autre102857-5-0-28.wav,1728,1572.506701654975,3448.5487039378613,-151.4302,110.203026,-18.844416,15.704042,3.9713247,23.985075,6.462363,31.468084,7.2309513,12.839477,-0.99257684,15.543942,8.854049,8.196295,-4.918553,5.9632998,0.97015,6.4813495,-7.5173087,12.751848,-1
Dataset_final/Dataset/Training\Autre102857-5-0-29.wav,1740,1582.1549602657121,3440.3959594020953,-152.74722,110.74198,-19.128883,15.105495,4.588244,23.662884,5.8173885,31.467556,7.051702,13.355807,-0.74967575,15.536412,9.489928,8.889793,-4.429492,5.515378,0.28113127,6.646727,-7.9301534,12.220892,-1
Dataset_final/Dataset/Training\Autre102857-5-0-3.wav,2256,1653.694440277866,3684.4804179461707,-153.9364,109.39621,-19.381437,16.199415,2.7672,25.215557,3.9231634,31.802662,9.846923,12.460317,-3.6529474,15.570562,7.8241262,8.2404,-5.5613055,7.6371307,3.824973,5.2304325,-9.373744,12.650126,-1
Dataset_final/Dataset/Training\Autre102857-5-0-30.wav,1598,1560.8767570725365,3399.7567061054915,-153.18016,110.35773,-19.463379,15.562418,4.1821675,23.846437,5.466307,31.180893,7.4753304,13.63576,-0.6517433,15.506956,10.3715925,8.953351,-4.773333,5.636444,0.30597004,6.000394,-8.0801935,11.8046875,-1
Dataset_final/Dataset/Training\Autre102857-5-0-4.wav,2185,1645.5177280432974,3638.4889812138726,-154.13968,109.674904,-19.146513,16.753736,3.0879393,24.049353,3.5206888,31.586292,9.024638,12.340955,-3.518162,15.659874,7.5694213,7.9059825,-5.2148137,8.288233,4.4375134,4.833686,-9.888606,12.504515,-1
Dataset_final/Dataset/Training\Autre102857-5-0-5.wav,2236,1638.3196300951151,3590.132626219292,-153.85576,110.57967,-19.047747,16.22052,3.1554506,23.493975,4.067895,31.293629,8.73089,11.430301,-3.684585,15.524153,7.9726295,8.309508,-5.348253,8.304301,4.0666227,4.591131,-9.924011,12.773075,-1
Dataset_final/Dataset/Training\Autre102857-5-0-6.wav,2261,1635.9808375721066,3593.5555342304915,-154.05751,110.52095,-18.627584,15.661997,2.409296,23.804668,4.9809294,32.052544,8.811709,10.894676,-4.7818394,16.077314,9.102437,8.719377,-6.5840025,8.055502,3.3311796,4.451397,-9.876235,12.939953,-1
Dataset_final/Dataset/Training\Autre102857-5-0-7.wav,2256,1646.1486903644682,3621.996788069003,-151.84969,110.183304,-18.287485,15.161238,2.2900488,23.771856,4.961914,32.12721,8.884138,10.616464,-5.3842983,16.866371,9.851977,9.411206,-7.031612,7.437622,3.7769578,4.107467,-10.018429,12.927734,-1
Dataset_final/Dataset/Training\Autre102857-5-0-8.wav,2227,1651.6055797739707,3633.0745630870665,-151.56552,109.921265,-18.545193,14.917018,2.0071545,23.353205,4.451771,32.15836,9.222112,11.055102,-4.387069,17.59819,10.231414,9.657165,-6.2118196,7.03359,3.898838,4.3883142,-10.61746,12.580673,-1
Dataset_final/Dataset/Training\Autre102857-5-0-9.wav,2216,1660.940279085595,3675.3941530437137,-153.19212,108.837654,-18.278702,15.67964,2.0611107,23.341442,4.803495,32.979996,9.307617,11.77221,-3.1969657,17.650196,10.079313,8.959829,-6.007917,7.1637774,3.83123,4.4872513,-11.46328,11.937732,-1
Dataset_final/Dataset/Training\Autre102858-5-0-0.wav,1448,1537.1916026400188,3640.169317873916,-144.81027,99.331345,-19.79798,24.245522,6.051995,23.62082,-1.9196918,18.013529,6.4401636,17.454678,3.344781,12.741541,-0.21715845,5.4596305,8.177716,17.65844,5.3003387,12.338241,1.675636,7.7066264,-1
Dataset_final/Dataset/Training\Autre102858-5-0-1.wav,1370,1516.6483269825717,3560.3222091763005,-142.53088,101.991714,-18.67688,25.138311,6.326275,23.004473,-2.6362865,17.94844,5.2430425,16.148584,3.1052585,13.0382595,-0.33789933,5.7592854,7.7432785,16.597202,4.5794945,12.155993,1.5704504,7.2747555,-1
Dataset_final/Dataset/Training\Autre102871-8-0-0.wav,10663,1787.9803258345382,2980.357122696893,-181.65202,132.6725,-73.22429,15.59217,-25.203077,12.3432255,-23.342999,3.5836182,-23.044058,-8.744649,-6.7717195,5.8188896,-0.6345186,9.446587,-1.6844225,1.1583103,-3.3495216,8.358196,-9.957964,-17.154598,-1
Dataset_final/Dataset/Training\Autre102871-8-0-1.wav,10751,1805.16570733359,2983.406622561416,-176.72337,130.64322,-72.26936,13.236384,-24.350092,14.186524,-22.128862,5.237867,-23.235983,-10.906876,-6.9144225,6.923982,1.9419681,9.934461,-2.058005,2.3027344,-2.5188103,9.010659,-7.422203,-16.091505,-1
Dataset_final/Dataset/Training\Autre102871-8-0-10.wav,10274,1627.8070698452561,2538.055172958815,-246.24083,146.34767,-61.75875,2.3655884,-14.451489,16.01695,-15.893964,-0.80326176,-10.195984,-2.542963,-4.9163747,3.9144053,-1.190482,2.1147368,-7.9767933,-6.544435,-9.686955,14.177592,2.4117193,-6.108991,-1
Dataset_final/Dataset/Training\Autre102871-8-0-11.wav,10030,1558.0735099085232,2398.0271179552024,-257.40082,152.76509,-58.33412,-0.14386065,-10.290092,15.438788,-14.089482,-0.93314403,-8.787634,-1.1294688,-5.7439685,3.8186479,-3.8385935,2.0668116,-9.161661,-5.458826,-9.762298,12.903088,1.7519362,-4.382562,-1
Dataset_final/Dataset/Training\Autre102871-8-0-12.wav,10011,1518.704817695854,2315.254978775289,-266.8193,157.3456,-56.899014,-1.1405264,-6.405598,15.511891,-12.6487055,1.0031717,-7.21944,1.2347662,-5.610013,4.330985,-5.4784865,3.5675762,-9.45724,-3.082159,-8.415454,11.978154,0.38839924,-3.0547185,-1
Dataset_final/Dataset/Training\Autre102871-8-0-13.wav,10072,1512.2029365823505,2288.431826905708,-279.06393,157.53583,-55.267754,-3.2654471,-1.7239821,14.985617,-12.569136,2.2269359,-6.0877876,2.2277045,-5.1935163,5.329946,-5.8478575,4.878124,-8.875827,-2.8267431,-9.293803,11.138643,1.777286,-3.4953995,-1
Dataset_final/Dataset/Training\Autre102871-8-0-14.wav,9780,1575.1986810290164,2433.998769418353,-291.09146,150.70816,-48.08408,-5.7273884,-0.40129584,14.922231,-12.812085,4.545663,-7.3140807,2.5609255,-5.284483,7.7059193,-5.6540904,6.021432,-10.245188,-4.1779127,-10.287057,11.172625,0.5438713,-3.5395436,-1
Dataset_final/Dataset/Training\Autre102871-8-0-15.wav,9501,1604.6168469604272,2496.1712258399566,-300.88376,146.28012,-41.510174,-6.399036,-2.7443364,17.256195,-12.505745,6.174555,-10.040859,2.423792,-6.4743915,7.6915402,-4.8659267,5.1152296,-11.649307,-4.5036144,-8.855809,12.067547,0.9685041,-3.7803874,-1
Dataset_final/Dataset/Training\Autre102871-8-0-2.wav,10812,1824.4020197910015,3012.2212845466042,-178.21861,127.318756,-69.85552,9.940567,-22.925686,13.907505,-21.41307,5.8081484,-22.650167,-10.284254,-8.762979,8.1829605,-0.19324383,9.701879,-4.8972907,5.362767,-1.6902382,11.509968,-6.7886477,-16.13672,-1
Dataset_final/Dataset/Training\Autre102871-8-0-3.wav,10915,1865.820487172925,3059.706353865607,-171.57504,122.200066,-67.60208,7.7250285,-21.994936,12.226672,-20.340319,6.5773234,-20.679127,-7.022794,-7.8413324,7.9712706,-2.1818132,7.3561764,-5.687156,7.7133646,-1.144451,12.867446,-6.820929,-18.633883,-1
Dataset_final/Dataset/Training\Autre102871-8-0-4.wav,10755,1849.011305970318,2993.79981597724,-172.10237,122.90776,-66.2644,6.6305385,-20.860453,13.032624,-19.51905,8.162763,-19.79172,-5.3180413,-6.15789,7.9866366,-2.4566076,6.2927303,-7.238202,5.322478,-2.1186347,14.600351,-5.877209,-18.555405,-1
Dataset_final/Dataset/Training\Autre102871-8-0-5.wav,10924,1824.4473339167835,2890.6769328034684,-189.88051,126.79172,-65.445595,5.1985455,-16.610016,15.262286,-19.45067,8.673772,-18.000698,-3.9102473,-5.7896557,7.036284,-2.6962678,6.598152,-9.535807,2.9750314,-3.1938298,14.342153,-3.4325387,-15.693677,-1
Dataset_final/Dataset/Training\Autre102871-8-0-6.wav,10943,1801.0173947858702,2861.551097362717,-199.43106,130.40346,-64.918785,4.877691,-16.91694,16.67349,-20.462616,7.552208,-16.435377,-2.6163177,-6.040001,4.3032885,-0.64074934,5.478161,-8.4343605,2.3151717,-4.818302,14.619996,-2.336833,-12.889401,-1
Dataset_final/Dataset/Training\Autre102871-8-0-7.wav,11058,1820.7304597272466,2973.8847148211707,-196.8567,128.41232,-63.86026,5.4229655,-21.230022,19.38428,-21.160784,6.202016,-14.566406,-2.6351519,-7.5191374,3.1024141,1.56247,3.5125806,-6.6226068,-3.2176785,-3.1197982,16.184837,-1.8045866,-11.469944,-1
Dataset_final/Dataset/Training\Autre102871-8-0-8.wav,10980,1793.3813601415927,2933.2454615245665,-204.7371,131.54694,-64.68319,4.7120214,-21.031084,18.298597,-20.153795,6.5890245,-14.370362,-0.62514335,-6.5335116,1.6457973,-1.0045757,3.087878,-8.481211,-3.6640716,-3.0430145,15.333069,-0.9246725,-10.631731,-1
Dataset_final/Dataset/Training\Autre102871-8-0-9.wav,10486,1703.331171191278,2713.5570018966764,-225.28604,139.96523,-63.35153,3.2817411,-17.553087,15.610608,-18.50272,3.9719253,-12.625264,-0.3461713,-4.077257,2.3074515,-1.7981898,3.2011976,-8.765715,-2.9413197,-6.936469,14.490102,0.2543678,-7.99013,-1
Dataset_final/Dataset/Training\Autre103199-4-0-0.wav,17078,2638.535908439358,4172.5871003432085,-102.09032,59.64672,-92.40695,2.420534,-13.377814,0.7811704,-13.675276,4.5103583,-12.717154,3.5385644,-24.864786,-3.5881805,-13.517081,1.2674686,-11.939976,13.75767,-6.824095,13.452923,-7.415475,1.2809247,-1
Dataset_final/Dataset/Training\Autre103199-4-0-3.wav,15610,2387.466523640061,3799.863535269147,-42.415623,78.32636,-96.865166,3.106761,-17.803211,-2.084572,-20.402905,-2.73111,-19.196817,-1.0937326,-25.203762,-6.7559185,-19.38347,-4.32592,-14.809279,10.958907,-7.6472907,13.0259695,-4.505022,4.4543633,-1
Dataset_final/Dataset/Training\Autre103199-4-0-4.wav,14679,2272.3846763989636,3662.884980130058,-37.03063,89.364235,-94.48141,1.6885993,-21.79311,-2.8757672,-21.535221,-1.3206713,-22.824987,-4.6290574,-26.531616,-6.4542265,-19.095602,-4.6857142,-17.334269,10.189185,-10.3619995,9.485908,-6.9432654,5.325419,-1
Dataset_final/Dataset/Training\Autre103199-4-0-5.wav,14794,2280.510019835648,3648.571001174133,-35.080864,90.38814,-91.74185,3.9702766,-22.786304,-6.5078416,-25.253025,-1.9510792,-23.154669,-3.876525,-24.024733,-4.1164064,-15.895379,-3.267521,-17.26342,9.992731,-11.012209,7.46288,-6.881751,6.0506296,-1
Dataset_final/Dataset/Training\Autre103199-4-0-6.wav,15500,2346.598437441528,3696.865121477601,-34.77112,83.178375,-94.63701,5.423391,-15.50273,-1.9204843,-20.681704,2.6917574,-15.959522,1.3249587,-21.173786,-0.21603641,-11.788303,1.272013,-14.135598,11.1819315,-8.7894945,12.546775,-3.265572,8.233004,-1
Dataset_final/Dataset/Training\Autre103199-4-2-0.wav,17411,2550.4003388466,3819.342993587428,-58.55164,54.348312,-119.424446,9.152273,-11.369275,6.6872206,-10.832209,14.049846,-11.893645,0.6778952,-16.119646,6.876963,-4.079138,5.5241923,-10.657101,9.017983,-8.212485,13.59633,-4.8592267,8.29833,-1
Dataset_final/Dataset/Training\Autre103199-4-2-1.wav,17347,2520.090495125503,3790.341627528902,-49.596684,60.302937,-115.00657,14.073269,-7.524782,8.888557,-9.718926,14.290222,-9.1534815,5.7038937,-14.625238,6.9587374,-6.137163,6.062629,-9.795428,11.366081,-6.5751796,15.455166,-2.658999,6.825929,-1
Dataset_final/Dataset/Training\Autre103199-4-2-10.wav,19112,2883.654363908148,4291.206421604046,-65.48274,11.781799,-128.7895,4.966818,-11.822375,8.287728,-8.014943,19.9428,-6.2254596,11.798576,-9.00955,15.216267,-3.9803946,9.547184,-7.216941,14.896758,-6.0575366,12.132341,-5.7099085,5.1858134,-1
Dataset_final/Dataset/Training\Autre103199-4-2-11.wav,19203,2884.3532101748265,4331.285562680636,-69.08933,13.376043,-127.0921,6.254364,-11.933989,8.380659,-8.877245,19.931154,-6.3023844,10.963876,-8.414898,14.926873,-5.522465,9.311145,-7.074676,13.934046,-4.116013,13.631345,-4.1888313,6.3384995,-1
Dataset_final/Dataset/Training\Autre103199-4-2-2.wav,17181,2448.111287291046,3629.3404816203033,-47.21521,72.48078,-109.69493,17.72785,-7.12361,6.9697285,-10.820953,16.554169,-4.707862,11.124783,-12.61982,6.4354672,-5.4070735,4.651351,-13.139646,11.605465,-6.158407,16.379833,0.84428626,6.0966616,-1
Dataset_final/Dataset/Training\Autre103199-4-2-3.wav,17262,2423.931521028213,3568.10154556539,-47.91833,75.61748,-109.58149,15.661612,-10.520987,2.8786502,-13.275805,13.089512,-6.3334913,7.9625893,-15.153526,4.086837,-6.797733,0.9720128,-18.848852,6.3137364,-8.156777,11.095756,0.48431277,1.7659073,-1
Dataset_final/Dataset/Training\Autre103199-4-2-4.wav,17434,2411.1157349693235,3538.851240742413,-45.695957,78.83343,-107.76325,16.64383,-9.75023,2.812336,-13.273203,10.946546,-8.6625395,7.00806,-14.5842705,3.6839468,-7.213225,1.922571,-19.473555,5.759773,-9.076368,6.442548,-0.179612,1.1570874,-1
Dataset_final/Dataset/Training\Autre103199-4-2-5.wav,17733,2452.707499604699,3567.292494580925,-42.043873,76.42618,-105.637405,17.06104,-9.41181,3.4039447,-15.126595,10.525829,-9.424233,9.594627,-11.44922,4.4198546,-7.713688,3.1191568,-20.060078,8.153414,-9.811784,4.7670074,-0.6001664,3.0871458,-1
Dataset_final/Dataset/Training\Autre103199-4-2-6.wav,17522,2447.1674506998966,3564.180760025289,-45.012627,74.27046,-107.73009,13.300555,-11.941383,-0.06860554,-19.112541,7.4884577,-11.011709,7.835136,-13.8575945,1.3364338,-9.766329,0.86297643,-22.348804,6.4904976,-11.404114,5.0550895,-0.8770226,0.34932515,-1
Dataset_final/Dataset/Training\Autre103199-4-2-7.wav,17603,2512.2209438703276,3709.623233155708,-59.198387,62.338997,-113.65429,11.030304,-11.894034,2.4206543,-15.611593,11.226717,-8.170921,7.307203,-14.780211,3.4358978,-5.775829,5.7783237,-16.822447,8.979795,-9.051366,8.534114,-1.0344759,1.703645,-1
Dataset_final/Dataset/Training\Autre103199-4-2-8.wav,18513,2729.4457139866317,4098.2788791546245,-63.86598,36.53209,-120.48496,9.850389,-13.182771,8.686091,-10.486533,16.496037,-7.5492005,10.061333,-10.291367,13.027397,-2.159886,12.057741,-8.116876,15.004011,-5.9182115,11.744918,-3.4714606,6.295148,-1
Dataset_final/Dataset/Training\Autre103199-4-2-9.wav,19160,2877.531715565997,4317.2827571802745,-58.407333,17.41234,-125.533775,7.090173,-14.010836,9.130207,-8.640333,18.807253,-7.60552,12.011308,-7.5202723,16.763493,-3.0505311,11.125629,-6.7598248,15.969421,-5.9087677,11.831229,-5.792866,6.248638,-1
Dataset_final/Dataset/Training\Autre103199-4-7-2.wav,17538,2596.2161278850303,3746.8395784411127,-83.71026,43.320427,-123.318054,5.0128384,-9.776194,-2.6109622,-16.780283,10.359956,-10.275543,9.08685,-15.548016,0.38151947,-9.550831,5.0864983,-13.879386,8.235852,-8.809194,10.514616,-5.943998,3.715308,-1
Dataset_final/Dataset/Training\Autre103438-5-0-0.wav,5538,2126.8254215068273,5071.567213466402,-183.3646,110.776245,-0.62180644,14.919414,-1.4230895,19.189507,-0.1628057,18.282446,-5.863483,11.9314375,-5.4261007,7.8587966,-7.3515415,1.2468163,-8.1894245,2.5214012,-6.3507085,4.929824,-4.3286643,5.9638515,-1
Dataset_final/Dataset/Training\Autre103438-5-0-1.wav,5986,2173.2809336704277,5305.569652050217,-187.87628,110.0849,3.982235,11.652956,-2.4588594,20.851566,-1.196789,16.995926,-6.145868,11.440948,-5.6251454,7.6445694,-7.5721807,1.2764884,-10.282736,1.4258026,-10.401237,4.501159,-5.581524,6.6502156,-1
Dataset_final/Dataset/Training\Autre103438-5-0-2.wav,5824,2256.28584624263,5629.190045836344,-187.09068,106.84252,9.81832,11.737272,-4.283905,18.27105,-2.771916,18.735104,-5.187006,11.177246,-6.2879596,7.6417413,-7.8412013,1.306566,-9.673334,1.9211899,-11.503362,6.0660295,-5.758433,5.751649,-1
Dataset_final/Dataset/Training\Autre104421-2-0-1.wav,20737,3100.7977394352147,4979.335401237356,-91.83789,7.734081,-112.97633,9.838859,-15.416343,11.747573,-6.6997733,19.07056,-11.320254,14.92138,-4.994944,10.984313,-2.0856218,9.895225,-4.89464,11.825533,-5.0150385,14.648897,-2.7736783,2.0898771,-1
Dataset_final/Dataset/Training\Autre104421-2-0-15.wav,20854,3082.35619176959,4908.88573089776,-120.53317,11.080562,-104.19118,11.533224,-9.850332,8.90832,-3.3007703,16.393188,-10.236954,13.094191,-5.1927214,9.965143,-0.22486666,6.3715453,-2.8115237,12.154644,-0.78806037,11.777552,-3.903621,-0.80876625,-1
Dataset_final/Dataset/Training\Autre104421-2-0-20.wav,19710,2892.8760603376236,4535.850992368136,-134.44247,32.417355,-106.78821,14.596505,-14.001927,9.535358,-11.408742,14.384765,-9.7313595,11.679876,-5.49993,12.505603,0.031111965,12.981133,-2.9020617,9.44957,-4.3206754,11.7534895,-5.929642,2.3127878,-1
Dataset_final/Dataset/Training\Autre104421-2-0-29.wav,20753,2995.361038979168,4782.487073247832,-150.43947,30.67048,-102.02772,19.768744,-14.771041,13.562184,-9.19772,17.140753,-6.199835,14.1362915,-3.0477087,9.622487,-5.072961,8.274276,-6.1752253,10.43079,-5.1548176,13.519137,-5.9313307,5.6177344,-1
Dataset_final/Dataset/Training\Autre104421-2-0-3.wav,20259,2937.6125663635326,4471.998199286489,-126.20491,23.679665,-112.59036,18.164501,-12.398957,10.87085,-7.016894,16.131151,-6.693485,15.846288,-3.2741256,11.790624,-4.129933,8.862425,-5.733341,10.009314,-2.6654258,14.439671,-3.7273154,3.4563835,-1
Dataset_final/Dataset/Training\Autre104421-2-0-5.wav,22033,3252.292150590702,5279.680020547326,-94.43671,2.0517278,-108.33382,14.009483,-15.286265,13.578848,-6.7275805,18.262394,-12.342216,16.985594,-7.027506,10.226751,-2.8371625,10.898988,-6.6305165,10.408862,-5.570511,15.277888,-0.38597882,5.0306945,-1
Dataset_final/Dataset/Training\Autre104421-2-0-7.wav,19732,2928.47291579423,4479.466362220014,-133.82431,19.402067,-111.73494,14.7275505,-11.358307,12.20699,-4.3317933,14.859022,-8.092791,14.778882,0.18527539,8.834685,-4.7897863,5.5261188,-5.118726,9.482107,1.0169089,11.81707,-4.11358,2.762612,-1
Dataset_final/Dataset/Training\Autre104421-2-1-3.wav,17777,2540.724630421107,3419.111695041546,-348.66776,18.013453,-81.23748,51.771824,23.956474,-14.4046755,-17.699326,14.526895,14.114299,-13.58346,-16.726816,24.178959,16.185709,-5.3371725,-4.9981594,3.3850617,9.761105,7.506153,-28.412155,20.342125,-1
Dataset_final/Dataset/Training\Autre104998-7-0-5.wav,25658,3930.7870867260035,6762.234832234465,-162.1632,31.887215,-25.79267,24.833542,-24.362373,17.34239,2.3654919,20.056719,-11.4145355,4.9701467,-5.664131,10.507732,-7.4550734,2.1463976,-6.2559566,3.0329466,-5.8436866,0.6935283,-13.608937,15.928426,-1
Dataset_final/Dataset/Training\Autre104998-7-10-1.wav,32146,4285.755119051828,6923.360447525289,-124.7516,3.2269824,-32.67178,28.858759,-21.266855,17.156761,6.8554893,17.008299,-13.987696,3.281648,0.8845656,12.348884,-8.400567,12.525285,-8.881039,-9.898831,-12.109098,-0.18812464,-6.4865623,18.040432,-1
Dataset_final/Dataset/Training\Autre104998-7-10-10.wav,28380,4093.8909726140137,6967.547078215318,-126.14682,11.455693,-44.262722,20.805206,-12.368356,34.64395,1.967052,4.8817015,-19.43467,13.128523,-6.9706354,15.164401,-9.975598,8.154394,-5.42266,2.2481072,-12.574477,-2.1579905,-9.12595,13.29776,-1
